,drug_name,condition,nltkRScore,useful_count_encoded
7183,3543,264,3,2
7184,2578,601,1,2
7185,3315,175,1,1
7186,1265,175,1,1
7187,556,601,1,1
7188,1056,186,1,1
7189,3275,686,1,1
7190,2822,175,1,1
7191,2120,749,3,2
7192,253,100,1,2
7193,3076,629,1,1
7194,1263,175,1,1
7195,3117,778,1,1
7196,1272,175,3,1
7197,1266,175,1,1
7198,3541,133,3,2
7199,2185,103,3,1
7200,828,601,1,1
7201,1874,314,3,1
7202,3451,273,1,2
7203,2050,474,1,1
7204,180,133,1,2
7205,3102,613,1,2
7206,2326,176,1,1
7207,698,250,3,1
7208,231,778,1,1
7209,3314,175,1,1
7210,1874,314,3,1
7211,1874,314,1,1
7212,1096,175,1,1
7213,1826,133,1,2
7214,2345,175,3,1
7215,731,273,1,2
7216,2886,174,3,1
7217,2754,273,3,2
7218,1042,122,3,2
7219,1654,395,1,2
7220,1267,84,1,1
7221,967,133,3,1
7222,1265,87,1,1
7223,828,601,3,1
7224,544,143,3,2
7225,1418,80,3,2
7226,1287,633,1,2
7227,705,555,1,2
7228,1924,175,1,2
7229,1272,175,3,1
7230,200,474,3,1
7231,3541,133,1,2
7232,325,542,3,1
7233,3496,133,1,2
7234,1265,175,3,1
7235,1668,175,3,1
7236,3436,325,2,1
7237,2576,308,1,1
7238,2419,572,3,1
7239,3102,613,3,1
7240,2554,253,1,1
7241,967,273,1,1
7242,3451,273,1,1
7243,2785,758,3,2
7244,1978,174,3,2
7245,3477,406,3,1
7246,214,346,1,2
7247,1887,133,1,2
7248,1001,133,3,2
7249,2734,148,1,2
7250,2636,183,2,2
7251,2035,324,3,1
7252,2185,143,3,1
7253,2486,633,1,2
7254,2043,175,3,1
7255,1096,175,3,1
7256,3146,461,1,1
7257,567,419,1,1
7258,3005,325,1,2
7260,731,602,3,1
7261,2804,419,3,2
7262,1874,314,3,1
7263,1619,133,1,1
7264,2895,541,1,1
7265,2164,175,3,1
7266,3576,474,3,2
7267,2576,479,3,1
7268,1494,552,2,1
7269,1266,175,1,1
7270,384,216,3,1
7271,2672,346,1,1
7272,1874,314,3,1
7273,1406,695,3,2
7274,2052,471,1,2
7275,213,243,3,2
7276,2473,133,3,2
7277,547,613,1,2
7278,3272,287,3,2
7279,1108,273,3,1
7280,1140,387,1,1
7281,1874,175,3,1
7282,3313,531,3,2
7283,1160,264,3,2
7284,488,241,1,1
7285,1917,600,1,2
7286,2478,225,1,1
7287,2809,170,3,2
7288,1414,143,3,1
7289,2617,314,3,2
7290,1874,314,3,1
7291,1131,835,3,1
7292,2524,637,1,2
7293,3368,474,2,1
7294,2831,356,3,1
7295,1882,865,2,2
7296,1930,84,3,1
7297,3421,419,2,2
7298,2185,103,1,2
7299,2496,188,1,1
7300,3625,790,3,2
7301,857,226,3,1
7302,3411,630,3,2
7303,3197,474,1,2
7304,831,175,1,1
7305,3283,633,3,2
7306,3570,175,3,1
7307,3297,474,3,2
7308,2009,183,3,1
7309,675,249,1,1
7310,3254,555,3,1
7311,3297,768,1,2
7312,3619,362,1,1
7313,2381,175,1,1
7314,3032,175,1,1
7315,2161,743,3,2
7316,3283,159,3,2
7317,3483,273,3,1
7318,6,273,2,2
7319,1267,175,1,1
7320,1008,622,1,2
7321,2109,80,3,2
7322,3008,170,3,2
7323,2524,637,3,1
7324,2893,726,3,1
7325,1978,759,1,1
7326,1889,633,3,2
7327,2240,633,1,1
7328,2618,314,1,1
7329,922,80,3,2
7330,3250,874,3,1
7331,1097,175,1,1
7333,2595,467,3,1
7334,1266,175,1,1
7335,1079,474,3,2
7336,3614,174,1,2
7337,556,601,1,2
7338,3138,273,3,2
7339,555,789,2,2
7340,1901,484,1,1
7341,3625,637,1,2
7342,2886,680,1,2
7343,1140,387,3,1
7344,1108,133,3,2
7345,1014,87,2,1
7346,3626,474,3,2
7347,1872,192,1,1
7348,961,175,1,1
7349,731,134,1,1
7350,3318,87,3,1
7351,2514,356,1,1
7352,2585,889,3,1
7353,2177,874,1,1
7354,2728,625,1,2
7355,1631,434,3,2
7356,3525,80,3,1
7357,403,867,1,2
7358,2672,369,3,1
7359,2524,133,3,1
7360,1272,175,1,1
7362,2381,175,3,1
7363,1010,484,3,2
7364,2565,633,1,1
7365,1256,746,3,2
7366,2585,889,3,1
7367,1874,175,3,1
7368,403,867,1,2
7369,1057,410,1,1
7370,3042,622,3,1
7371,3250,874,1,1
7372,1925,42,3,1
7373,2326,867,3,1
7374,2883,759,1,1
7375,82,233,3,1
7376,2785,474,3,2
7377,3620,572,1,1
7378,943,324,1,1
7379,3421,419,1,2
7380,961,175,1,1
7381,3250,874,1,1
7382,3482,273,3,1
7383,2809,170,3,2
7384,1334,633,1,2
7385,948,175,1,1
7386,48,633,3,1
7387,831,175,3,1
7388,384,216,3,1
7389,2831,541,1,1
7390,2449,175,3,1
7392,3525,80,3,1
7393,3156,170,3,2
7394,948,175,3,1
7395,687,133,2,2
7396,3250,874,3,1
7397,1266,175,3,1
7398,3000,602,1,2
7399,1272,175,1,1
7400,3222,454,1,2
7401,3451,273,3,1
7402,788,387,3,1
7403,1265,175,3,1
7404,2150,346,1,2
7405,1612,225,1,2
7406,2996,758,3,2
7407,3095,80,1,1
7408,1272,175,3,1
7409,2150,346,3,2
7410,379,103,1,1
7411,3549,601,3,2
7412,2785,474,3,1
7413,758,164,3,2
7414,3202,419,1,1
7416,1446,133,1,2
7417,3127,740,1,1
7418,598,283,1,2
7419,1819,174,1,2
7420,758,87,1,2
7421,1612,633,1,1
7422,1826,174,3,1
7423,2153,175,1,1
7424,556,601,3,1
7425,1096,538,1,1
7426,3436,325,3,2
7427,1244,151,3,2
7428,1883,369,1,1
7429,1231,182,3,1
7430,3482,273,1,2
7431,2515,175,1,1
7432,2845,420,1,1
7433,1231,273,1,1
7434,2326,867,1,1
7435,1737,87,1,1
7436,1263,175,1,1
7437,1261,175,3,1
7438,1668,175,3,1
7439,404,163,3,1
7440,3000,273,3,2
7441,451,87,3,1
7442,674,175,1,1
7443,1915,283,1,2
7444,3419,133,3,2
7445,1947,508,3,1
7446,361,175,3,1
7447,2528,637,1,2
7448,1874,175,3,1
7449,1263,175,3,1
7450,731,369,1,2
7451,3260,746,3,1
7452,1879,461,3,2
7453,1096,175,1,1
7454,2164,175,3,1
7455,2439,746,1,1
7456,2197,192,3,1
7457,1334,633,3,2
7458,1874,175,1,1
7459,488,241,1,1
7460,3288,547,3,1
7461,1266,175,3,1
7462,547,613,1,1
7463,1874,175,1,1
7464,2110,471,1,2
7465,2314,736,3,2
7466,3482,273,1,2
7467,2043,84,3,1
7468,1874,84,3,1
7469,3654,273,3,2
7470,1164,484,3,1
7471,2682,356,1,2
7472,1144,609,1,1
7473,1486,175,1,1
7474,1265,175,1,1
7475,1668,175,3,1
7476,1266,175,3,1
7477,245,186,1,2
7478,384,863,3,1
7479,3483,133,1,1
7480,1787,633,3,1
7481,3625,695,1,2
7482,2586,889,1,1
7483,2733,710,3,1
7484,1272,175,1,1
7485,91,80,3,2
7486,1908,243,3,2
7487,1874,175,1,1
7488,2958,174,3,1
7489,1874,175,1,1
7490,3525,80,1,1
7491,1949,601,3,1
7492,1447,682,1,1
7493,1848,406,1,2
7494,3617,778,1,1
7495,3166,473,1,1
7496,2165,602,3,1
7497,2424,633,1,2
7498,3483,273,3,2
7499,2120,164,1,1
7500,2449,175,3,1
7501,2302,175,3,1
7502,1104,241,1,1
7503,297,858,3,2
7504,2785,174,2,1
7505,1264,175,3,1
7506,50,159,3,1
7507,1231,133,1,1
7508,1915,601,1,1
7509,1265,175,1,1
7510,1930,0,1,1
7511,2549,162,1,1
7512,2409,447,3,2
7513,1746,671,3,1
7514,2109,80,1,1
7515,3439,447,3,1
7516,488,241,3,1
7517,3032,175,3,1
7518,1737,87,3,2
7519,2109,80,3,1
7520,1141,273,3,1
7521,773,133,1,2
7522,828,889,3,2
7523,1275,622,1,2
7524,1263,175,3,1
7525,758,87,3,2
7526,1915,283,3,2
7527,580,721,3,1
7528,3437,789,3,2
7529,2738,133,1,2
7530,3032,175,1,1
7531,3437,789,1,1
7532,2136,175,3,1
7533,2120,372,1,1
7534,1079,474,1,2
7535,3626,474,3,1
7536,556,889,3,1
7537,3250,874,3,2
7538,370,454,3,1
7539,3250,874,1,1
7540,3350,283,1,1
7541,3274,633,3,1
7542,3451,133,3,2
7543,3654,474,3,2
7544,1265,175,3,1
7545,1266,175,1,1
7546,1261,175,3,1
7548,1103,283,2,1
7549,1007,633,3,2
7550,821,80,1,2
7551,2585,889,3,2
7552,1761,175,1,1
7553,556,601,1,1
7554,2754,522,1,1
7555,82,233,3,2
7556,3348,865,3,2
7557,3098,387,1,1
7558,1874,175,1,1
7559,2833,622,3,1
7560,2652,743,3,2
7561,2381,175,1,1
7562,831,175,3,1
7563,1874,314,2,1
7564,1272,175,1,1
7565,3005,325,3,1
7566,3647,250,3,1
7567,555,273,1,2
7568,3000,134,1,1
7569,2238,837,3,1
7570,3451,273,1,1
7571,180,637,3,2
7572,582,721,2,1
7573,1761,175,3,2
7574,1231,273,1,1
7575,2109,80,1,2
7576,1612,225,1,2
7577,2310,789,1,2
7578,1378,555,1,1
7579,828,601,1,1
7580,2778,889,3,2
7581,3373,552,1,2
7582,45,393,3,1
7583,1502,283,1,2
7584,2043,84,3,1
7585,828,889,3,1
7586,1885,857,1,1
7587,3577,555,3,2
7588,961,175,3,1
7589,944,324,2,2
7590,2381,175,3,1
7591,3068,406,3,1
7592,552,633,3,1
7593,1719,283,1,1
7594,2130,874,1,1
7595,2754,602,3,2
7596,2091,633,1,1
7597,654,633,1,2
7598,1108,133,1,2
7599,1862,778,3,2
7600,1945,569,1,1
7601,1208,174,1,1
7602,3657,103,3,1
7603,1272,175,1,1
7604,2580,509,3,2
7605,1874,314,3,1
7606,1231,273,3,2
7607,1805,273,3,1
7608,2862,522,3,2
7609,2242,244,1,2
7610,1980,602,3,2
7611,1265,87,1,1
7612,3532,522,3,1
7613,556,601,3,2
7614,90,80,1,2
7615,1668,175,3,1
7616,1874,314,3,1
7617,881,287,1,2
7618,2392,175,1,1
7619,1083,87,1,2
7620,2340,84,2,1
7621,1038,474,1,1
7622,2003,241,1,2
7623,777,874,3,2
7624,1096,87,3,1
7625,1194,251,3,1
7626,1083,87,1,1
7627,1239,84,3,1
7628,1874,175,1,1
7629,556,601,3,2
7630,1893,633,1,1
7631,214,542,2,2
7632,1263,175,3,1
7633,2837,541,3,1
7634,2418,630,2,1
7635,2997,273,2,1
7636,1267,175,1,1
7637,1652,223,3,1
7638,2807,356,1,1
7639,1103,283,3,2
7640,553,613,3,2
7641,1725,419,2,2
7642,556,889,1,1
7643,1425,143,2,1
7644,2100,721,1,2
7645,3541,133,1,2
7646,1668,175,1,1
7647,2258,273,3,2
7648,2199,250,3,1
7649,656,134,1,2
7650,3242,137,3,2
7651,1854,175,3,1
7652,1331,447,1,2
7653,3272,542,1,1
7654,1414,142,1,2
7655,2272,389,3,2
7656,2326,867,1,1
7657,2785,474,3,2
7658,1693,282,3,1
7659,384,216,1,1
7660,3000,369,3,2
7661,2672,346,1,2
7662,3384,721,3,1
7663,1751,283,1,2
7664,1873,522,1,2
7665,2524,273,1,1
7666,2576,479,3,2
7667,731,134,1,2
7668,1272,175,1,1
7669,3030,555,1,2
7670,1779,770,1,2
7671,3127,740,1,2
7672,3000,790,3,1
7673,3156,170,3,2
7674,2130,874,1,1
7675,290,389,3,1
7676,2736,122,1,1
7678,1272,175,1,2
7679,1792,637,3,2
7680,49,633,2,1
7681,2962,346,3,2
7682,1263,175,3,1
7683,2524,133,1,2
7684,1908,243,3,2
7685,831,175,3,1
7686,598,283,1,1
7687,1901,243,1,2
7688,49,225,1,1
7689,2341,633,3,1
7690,1979,175,2,1
7691,1446,633,3,1
7692,1626,484,1,2
7693,1272,175,1,1
7694,3267,542,1,2
7695,1917,419,3,2
7696,1800,175,1,1
7697,2750,110,1,2
7698,2052,471,1,2
7699,555,273,3,1
7700,2618,69,1,1
7701,17,87,3,1
7702,1272,175,3,1
7703,2965,889,3,1
7704,511,542,1,2
7705,2302,175,1,1
7706,2147,541,1,2
7707,95,889,3,2
7708,1272,175,1,1
7709,2164,175,3,1
7710,1915,889,1,2
7711,1267,175,1,1
7712,1826,174,1,2
7713,451,87,3,1
7714,1096,87,2,1
7715,3076,175,3,1
7716,2515,175,3,1
7717,2194,183,1,1
7718,2326,176,1,1
7719,1266,175,1,1
7720,6,758,3,1
7721,2565,633,3,1
7722,3132,183,1,1
7723,628,555,1,2
7724,1883,273,1,1
7725,605,287,1,1
7726,214,273,3,2
7727,1272,175,3,1
7728,1096,175,1,1
7729,3117,867,1,2
7730,731,134,3,2
7731,3558,869,3,2
7732,556,601,3,2
7733,1334,225,1,1
7734,1873,522,1,1
7735,1231,273,1,1
7736,1263,175,3,1
7737,402,822,3,2
7738,3320,103,3,1
7739,88,87,1,1
7740,2130,874,1,1
7741,1949,601,3,2
7742,1908,243,3,1
7743,2360,542,3,1
7744,1231,273,1,2
7745,1826,174,1,1
7746,874,555,1,1
7747,731,369,3,1
7748,2120,298,3,1
7749,1844,174,3,2
7750,687,133,1,1
7751,946,273,3,1
7752,1884,288,3,1
7753,91,80,3,1
7754,882,541,1,1
7755,3545,746,3,2
7756,2738,653,1,2
7757,1266,84,1,1
7758,826,683,3,2
7759,1272,175,3,1
7760,48,633,1,1
7761,870,175,1,1
7762,555,522,3,1
7763,3525,80,3,1
7764,1272,175,3,1
7765,2109,80,3,1
7766,2120,784,1,1
7767,2731,572,3,1
7768,2962,346,1,1
7769,1272,175,3,1
7770,384,216,1,1
7771,2281,273,1,1
7772,1949,889,3,2
7773,1265,175,1,2
7774,1532,346,3,2
7775,95,52,2,1
7776,1874,314,1,1
7777,2150,346,3,1
7778,2971,52,1,1
7779,1761,175,1,1
7780,2586,889,1,1
7781,2164,175,3,1
7782,1761,87,3,1
7783,1308,192,1,1
7784,1096,175,1,1
7785,2443,175,3,1
7786,1239,175,1,1
7787,1535,250,3,1
7788,2697,169,1,2
7789,231,784,1,1
7790,2576,308,3,2
7791,2778,889,1,1
7792,1261,175,1,1
7793,1264,175,3,1
7794,2302,175,1,1
7795,948,175,1,2
7796,1944,103,3,1
7797,1023,633,1,1
7798,2891,222,3,2
7799,967,273,3,1
7800,1108,346,1,1
7801,1261,175,1,1
7802,1792,133,1,2
7803,1231,273,1,1
7804,2528,369,1,2
7805,3132,183,3,2
7806,1265,175,2,1
7807,2130,874,1,1
7808,451,87,3,1
7809,1874,314,3,1
7810,831,175,3,1
7811,3625,602,1,2
7812,1266,84,1,1
7813,3564,175,3,1
7814,1949,889,1,1
7815,1231,273,3,2
7816,2965,889,1,1
7817,672,789,3,1
7818,1085,573,3,1
7819,3451,133,1,2
7820,3649,493,1,1
7821,1874,314,1,1
7822,1265,87,3,1
7823,2484,569,1,1
7824,6,273,1,2
7825,49,633,3,1
7826,3625,637,1,1
7827,199,474,3,1
7828,146,746,1,2
7829,3370,622,1,2
7830,961,175,3,1
7831,82,233,1,1
7832,3306,541,1,1
7833,1275,622,1,2
7834,2175,311,1,1
7835,3334,273,3,2
7836,2302,175,3,1
7837,182,325,1,1
7838,3436,325,3,2
7839,3451,174,3,1
7840,1263,175,3,1
7841,214,474,3,2
7842,3472,633,2,1
7843,214,680,1,1
7844,1870,869,3,1
7845,1371,148,2,1
7846,2153,175,1,1
7847,1870,105,1,1
7848,1096,175,3,1
7849,1272,175,1,1
7850,2965,889,1,1
7851,3220,454,3,2
7852,2326,867,1,1
7853,3173,633,1,1
7854,488,241,1,1
7855,3541,133,1,1
7856,967,273,3,2
7857,2302,175,3,1
7858,3476,283,3,2
7859,1272,175,3,1
7860,1265,175,3,1
7861,3437,789,1,2
7862,3297,474,1,2
7863,2618,314,1,1
7864,2194,183,1,1
7865,88,87,3,1
7866,1874,175,1,1
7867,1265,87,3,1
7868,3451,273,3,2
7869,2062,633,1,1
7870,997,720,3,1
7872,3076,175,1,1
7873,49,225,1,1
7874,3222,454,3,1
7875,231,162,3,1
7876,828,601,1,1
7877,1955,419,1,1
7878,2170,622,3,2
7879,3165,148,1,2
7880,1231,133,1,1
7881,2400,174,3,1
7882,1265,175,1,1
7883,1535,250,3,2
7884,2199,250,1,1
7885,1901,484,3,2
7886,2736,122,3,1
7887,1263,175,3,1
7888,1603,633,3,2
7890,3436,325,1,2
7891,2242,616,1,1
7892,3437,789,3,2
7893,2968,408,3,1
7894,556,601,1,2
7895,1023,633,1,1
7896,6,602,3,2
7897,1263,175,3,1
7898,1266,175,3,1
7899,1317,283,3,1
7900,831,175,1,1
7901,3412,151,1,2
7902,3360,249,1,1
7903,1969,484,1,1
7904,1275,622,1,2
7905,556,889,3,1
7906,2120,298,3,2
7907,1462,358,3,2
7908,2197,778,1,1
7909,2302,175,3,1
7910,1930,175,1,1
7911,2865,746,1,2
7912,3197,474,3,2
7913,943,174,3,2
7914,1266,175,3,1
7915,331,524,3,1
7916,814,572,1,1
7917,490,396,3,2
7918,1874,175,1,1
7919,1446,346,1,2
7920,1985,581,3,2
7921,3283,346,3,2
7922,2515,175,1,1
7923,2522,273,1,2
7924,2360,273,1,2
7925,1096,175,3,1
7926,1631,434,3,1
7927,3437,789,3,1
7928,2164,175,3,1
7929,828,889,1,2
7930,2448,87,3,1
7931,555,273,3,2
7932,87,87,3,1
7933,1915,889,1,1
7934,1945,569,3,1
7935,1104,241,1,1
7936,1874,175,1,1
7937,2528,134,1,1
7938,3629,541,1,1
7939,2302,175,1,1
7940,1231,133,3,1
7941,3614,174,1,1
7942,48,159,1,2
7943,1874,314,1,1
7944,1737,87,3,2
7945,897,552,3,2
7946,1266,175,3,2
7947,2164,175,1,1
7948,2617,314,1,1
7949,1092,128,1,1
7950,3639,175,1,1
7951,948,175,3,1
7952,3134,740,1,1
7953,1406,273,3,2
7954,1883,133,1,1
7955,815,387,3,1
7956,2412,326,2,2
7957,2672,583,3,2
7959,1819,174,1,2
7960,95,889,3,2
7961,145,175,3,1
7962,1096,87,3,1
7963,2418,215,1,2
7964,1083,87,1,1
7965,2358,175,3,1
7966,2585,889,1,2
7967,2120,164,1,2
7968,3314,175,1,2
7969,1057,410,3,1
7970,2302,175,3,1
7971,2585,601,1,1
7972,2302,175,1,1
7973,672,789,3,1
7974,831,175,3,1
7975,1263,175,1,1
7976,2160,630,1,1
7977,2738,542,1,2
7978,2165,273,3,2
7979,881,346,3,1
7980,2043,175,1,1
7981,2962,346,1,1
7982,2770,557,3,2
7983,3102,613,3,2
7984,3570,175,2,1
7985,1874,175,3,1
7986,828,889,1,2
7987,3614,174,2,1
7988,2958,174,1,1
7989,1901,484,3,2
7990,3156,325,3,2
7991,773,133,1,2
7992,1406,695,1,1
7993,2043,84,1,1
7994,2009,183,1,1
7995,1272,175,1,1
7996,1237,356,3,1
7997,1996,176,1,2
7998,2326,176,1,1
7999,2400,758,3,1
8000,943,324,3,2
8001,3419,555,3,2
8002,1874,314,3,1
8003,3283,633,3,1
8004,1986,410,3,1
8005,2822,175,1,1
8006,1265,175,1,1
8007,3156,325,3,2
8008,3419,133,3,2
8009,49,633,1,1
8010,203,541,3,1
8011,3437,789,3,1
8012,1263,175,1,1
8013,2043,175,1,1
8014,1266,175,3,1
8015,3000,637,1,1
8016,1883,369,1,2
8017,1231,133,1,1
8018,881,346,1,2
8019,1765,633,3,2
8020,2110,746,3,2
8021,2109,567,3,2
8022,2302,175,1,1
8023,831,175,1,1
8024,3008,170,1,1
8025,1296,283,1,2
8026,2302,175,3,1
8027,1668,175,1,1
8028,2164,175,3,1
8029,1014,87,3,1
8030,3560,144,3,1
8031,1908,243,1,2
8032,321,419,2,1
8033,687,101,3,2
8034,1976,318,1,1
8035,650,674,3,2
8036,2425,633,1,2
8037,2837,541,1,1
8038,1996,867,1,2
8039,534,250,1,1
8040,1296,283,3,2
8041,2302,175,3,1
8042,3000,637,3,2
8044,2672,583,1,2
8045,1265,175,1,1
8046,2617,314,2,1
8047,3076,31,1,1
8048,3153,721,3,1
8049,451,87,3,1
8050,553,613,3,2
8051,1819,174,3,2
8052,3570,675,1,1
8053,1083,87,3,1
8054,1142,273,1,1
8055,270,175,1,1
8056,2405,764,1,1
8057,2187,225,3,2
8058,1924,175,1,1
8059,773,474,1,1
8060,1204,87,1,1
8061,1880,860,3,2
8062,3030,555,1,2
8063,881,346,1,2
8064,3320,106,3,2
8065,3148,622,1,1
8066,3058,474,3,2
8067,16,100,3,2
8068,1231,133,1,2
8069,758,164,1,1
8070,1535,250,3,1
8071,1819,174,3,2
8072,3051,630,1,2
8073,2400,759,2,2
8074,1023,633,1,1
8075,556,601,1,1
8076,3334,273,1,2
8077,2005,241,3,2
8078,2672,346,2,1
8079,2962,346,3,1
8080,1446,133,3,2
8081,1265,175,3,1
8082,2340,175,3,2
8083,1051,174,3,2
8084,2785,174,3,1
8085,1589,419,1,1
8086,3451,273,1,2
8087,403,163,3,2
8089,1083,87,1,1
8090,48,633,3,1
8091,656,273,3,2
8092,1381,170,1,2
8093,991,250,3,1
8094,1446,133,3,2
8095,425,474,1,2
8096,370,454,3,2
8097,3030,555,3,1
8098,2478,225,3,2
8099,1283,779,3,1
8100,3649,493,1,1
8101,557,133,1,2
8102,270,175,1,2
8103,2118,749,3,2
8104,967,273,1,1
8105,426,889,3,2
8106,773,637,3,2
8107,1947,133,1,2
8108,1874,175,1,1
8109,1916,80,2,1
8110,2458,472,3,1
8111,1874,175,3,1
8112,1029,552,3,2
8113,1231,600,1,1
8114,2326,176,3,2
8115,1582,721,1,2
8116,1038,633,3,1
8117,284,174,1,1
8118,2837,541,3,1
8119,3219,249,1,1
8120,3318,175,1,1
8121,1182,722,2,1
8122,2701,273,1,2
8123,1272,175,1,1
8124,3173,633,3,1
8125,3095,80,3,1
8126,3000,273,1,1
8127,650,162,3,1
8128,2410,869,3,1
8129,511,630,3,1
8130,3483,273,1,2
8131,1234,174,3,2
8132,1164,484,3,1
8133,1361,393,1,1
8134,1061,137,1,1
8135,555,273,3,2
8136,3476,283,1,2
8137,1893,633,3,2
8138,284,273,3,2
8139,3117,867,1,1
8140,1757,609,1,1
8141,3304,87,3,1
8142,656,273,3,1
8143,727,867,3,2
8144,1266,175,3,1
8145,1097,175,3,1
8146,1143,89,3,1
8147,1949,601,1,2
8148,2130,874,3,1
8149,1862,778,3,2
8150,2787,80,3,1
8151,555,273,1,2
8152,1272,175,3,1
8153,653,622,1,2
8154,2439,746,1,2
8155,3614,174,1,1
8156,1761,538,3,1
8157,809,203,1,2
8158,594,100,3,2
8159,3430,423,3,1
8160,2480,434,3,2
8161,2586,889,3,2
8162,784,765,3,1
8163,2130,874,1,1
8164,2578,601,3,2
8165,2731,768,3,1
8166,2722,710,3,2
8167,2150,346,1,2
8168,490,396,1,1
8169,1811,299,2,1
8170,3541,273,1,1
8171,1051,174,1,2
8172,3476,889,3,2
8173,2182,175,1,2
8174,1874,175,3,1
8175,1858,711,1,1
8176,2831,572,1,1
8177,284,273,3,2
8178,1267,175,2,1
8179,3212,609,1,2
8180,1272,175,1,1
8181,2262,103,3,1
8182,1266,175,3,1
8183,1620,622,3,1
8184,2043,175,1,1
8185,3283,633,1,1
8186,3283,159,3,2
8187,731,273,3,1
8188,1826,174,3,1
8189,1272,175,3,1
8190,1231,369,2,1
8191,2302,175,1,1
8192,32,393,1,1
8193,1792,637,1,2
8194,1446,174,3,2
8195,2412,803,3,1
8196,1532,249,3,2
8197,674,175,1,1
8198,881,273,1,2
8199,2109,80,3,1
8200,1057,410,3,1
8201,779,182,1,1
8202,556,889,3,1
8203,627,174,1,2
8204,900,474,1,2
8205,3211,170,3,1
8206,3054,555,1,2
8207,2166,749,3,2
8208,182,325,3,1
8209,1930,84,1,1
8210,1864,770,3,2
8211,214,346,3,2
8212,1916,80,3,1
8213,555,80,1,2
8214,2085,675,2,2
8215,2165,273,3,2
8216,2085,283,3,1
8217,3146,461,3,2
8218,1051,526,3,1
8219,1974,474,3,2
8220,425,474,3,2
8221,426,889,1,2
8222,95,889,3,2
8223,2997,758,3,1
8224,1231,369,2,1
8225,3168,630,1,2
8226,2381,175,3,1
8227,1668,175,3,1
8228,731,134,1,2
8229,539,133,1,2
8230,2770,305,1,1
8231,451,87,3,1
8232,881,622,1,2
8233,1083,87,1,1
8234,3025,103,1,2
8235,881,133,3,2
8236,1532,346,3,2
8237,1099,87,2,1
8238,2171,273,2,1
8239,3272,542,1,1
8240,1874,175,3,1
8241,1949,601,2,1
8242,3197,474,1,1
8243,1412,747,1,1
8244,3000,273,1,2
8245,3437,789,3,2
8246,1415,273,1,1
8247,2197,674,1,1
8248,1096,175,3,1
8249,1819,174,1,2
8250,2636,183,3,1
8251,1007,633,2,1
8252,1769,356,1,1
8253,1862,674,1,1
8254,881,633,1,2
8255,323,387,3,1
8256,2170,622,3,2
8257,961,175,1,1
8258,1265,175,1,1
8259,3222,454,3,1
8260,3132,183,3,1
8261,121,314,3,1
8262,3051,630,1,2
8263,1033,419,1,1
8264,3451,273,1,2
8265,1083,162,1,2
8266,3032,175,1,1
8267,1874,175,1,1
8268,3125,541,3,1
8269,727,176,3,2
8270,2133,675,3,1
8271,1264,175,1,1
8272,2785,182,1,1
8273,3518,273,3,2
8274,2043,175,1,1
8275,2043,175,1,1
8276,1874,84,1,2
8277,3156,325,1,2
8278,1263,175,3,1
8279,654,746,1,2
8280,328,80,1,2
8281,1883,369,3,2
8282,987,80,1,1
8283,2838,273,1,2
8284,2085,675,1,1
8285,2618,314,1,1
8286,1955,419,3,2
8287,2831,356,3,1
8288,12,410,1,1
8289,3032,175,1,1
8290,1261,175,3,1
8291,1870,105,3,1
8292,715,170,3,2
8293,1844,758,3,2
8294,2009,183,1,1
8295,982,356,1,2
8296,1007,622,3,1
8297,3000,637,1,2
8298,327,133,3,1
8299,2130,874,1,1
8301,1874,175,3,1
8302,48,633,3,1
8303,556,601,1,2
8304,3463,325,3,2
8305,1352,103,1,1
8306,91,80,3,2
8307,429,474,1,1
8308,270,175,3,1
8309,1593,419,2,2
8310,1265,87,1,1
8311,3297,474,1,1
8312,3000,273,3,2
8313,1755,52,1,1
8314,2958,174,3,2
8315,2911,743,1,1
8316,1930,87,1,1
8317,3042,622,1,1
8318,1265,175,1,1
8319,2077,557,3,2
8320,1874,175,1,1
8321,3334,522,1,1
8322,3414,233,1,2
8323,214,633,3,2
8324,1296,283,1,2
8325,1886,484,1,2
8326,1487,175,3,1
8327,270,175,1,1
8328,1264,175,3,1
8329,2672,369,1,2
8330,1059,241,3,1
8331,2887,567,3,1
8332,237,552,3,2
8333,556,601,3,2
8334,773,743,1,1
8335,2302,175,3,1
8336,1679,383,1,1
8337,557,133,1,2
8338,988,249,2,1
8339,1007,622,1,1
8340,556,889,1,1
8341,2160,630,3,2
8342,1792,133,3,2
8343,1155,541,1,1
8344,2130,874,3,1
8345,1035,103,3,1
8346,2996,174,2,1
8347,1446,660,3,2
8348,1103,283,1,2
8349,668,103,3,1
8350,2100,721,1,2
8351,1874,175,1,1
8352,2580,572,3,1
8353,488,241,3,1
8354,2449,175,3,2
8355,1393,874,1,2
8356,1874,314,1,2
8357,12,410,1,2
8358,3222,454,3,2
8359,289,567,3,1
8360,2375,633,1,1
8361,1874,175,1,1
8362,1497,223,3,1
8363,2618,314,1,1
8364,2164,175,3,1
8365,2785,182,2,1
8366,3156,325,3,1
8367,2486,633,3,1
8368,881,346,3,2
8369,1532,346,1,2
8370,2754,695,2,2
8371,981,567,3,2
8372,1418,80,1,1
8373,95,889,1,1
8374,1035,474,3,2
8375,1446,633,3,1
8376,88,87,3,1
8377,3267,542,3,1
8378,2076,857,1,2
8379,2451,675,1,1
8380,3334,273,1,2
8381,2383,219,3,2
